event_id,nazwa_zawodow,opublikowano,Miejsce,Nazwisko i Imię,Konkurencja,Grupa / Zmiana,Limit rzutków,Suma Trafień (Wynik),Trafienia z 1. Strzału
trap_snajper_2026_zarajec,Puchar Snajpera,2026-06-26 15:36:38,1,ADAMIAK MICHAŁ,TRAP10,Zmiana 1,10,7,3
